Invoice ID,Branch,City,Customer Type,Gender,Product Line,Unit Price,Quantity,Tax 5%,Total,Date,Time,Payment,COGS,Gross Margin Percentage,Gross Income,Rating
INV-100183,C,Naypyitaw,Member,Female,Health and beauty,76.69,7,26.84,563.67,2023-01-28,13:48,Ewallet,536.83,4.76,26.84,8.5
INV-100184,B,Mandalay,Normal,Male,Electronic accessories,192.48,6,57.74,1212.62,2023-06-23,20:05,Credit card,1154.88,4.76,57.74,4.7
INV-100185,C,Naypyitaw,Normal,Male,Health and beauty,37.8,5,9.45,198.45,2023-07-29,19:44,Ewallet,189.0,4.76,9.45,5.1
INV-100186,C,Naypyitaw,Normal,Female,Sports and travel,376.17,6,112.85,2369.87,2023-06-04,17:29,Cash,2257.02,4.76,112.85,9.6
INV-100187,B,Mandalay,Member,Male,Electronic accessories,469.07,10,234.53,4925.23,2023-01-22,20:25,Credit card,4690.7,4.76,234.53,5.3
INV-100188,A,Yangon,Member,Female,Sports and travel,361.44,5,90.36,1897.56,2023-07-04,16:10,Ewallet,1807.2,4.76,90.36,4.9
INV-100189,B,Mandalay,Normal,Female,Food and beverages,221.31,6,66.39,1394.25,2023-09-20,10:37,Ewallet,1327.86,4.76,66.39,5.8
INV-100190,C,Naypyitaw,Normal,Male,Fashion accessories,333.02,7,116.56,2447.7,2023-01-06,16:07,Ewallet,2331.14,4.76,116.56,5.3
INV-100191,C,Naypyitaw,Normal,Male,Health and beauty,375.21,5,93.8,1969.85,2023-08-12,10:38,Ewallet,1876.05,4.76,93.8,7.1
INV-100192,A,Yangon,Member,Male,Fashion accessories,69.21,1,3.46,72.67,2023-02-04,09:27,Ewallet,69.21,4.76,3.46,8.3
INV-100193,A,Yangon,Normal,Female,Health and beauty,37.75,1,1.89,39.64,2023-01-18,18:00,Ewallet,37.75,4.76,1.89,5.3
INV-100194,A,Yangon,Normal,Male,Electronic accessories,136.8,10,68.4,1436.4,2023-10-09,12:25,Cash,1368.0,4.76,68.4,5.4
INV-100195,C,Naypyitaw,Normal,Female,Health and beauty,351.77,1,17.59,369.36,2023-06-19,09:36,Cash,351.77,4.76,17.59,7.0
INV-100196,A,Yangon,Member,Female,Health and beauty,381.94,4,76.39,1604.15,2023-04-26,09:50,Credit card,1527.76,4.76,76.39,9.3
INV-100197,A,Yangon,Member,Male,Fashion accessories,36.1,8,14.44,303.24,2023-03-18,13:22,Cash,288.8,4.76,14.44,7.5
INV-100198,B,Mandalay,Member,Male,Health and beauty,104.11,4,20.82,437.26,2023-12-07,12:03,Ewallet,416.44,4.76,20.82,8.4
INV-100199,A,Yangon,Normal,Female,Electronic accessories,476.55,4,95.31,2001.51,2023-05-27,20:02,Ewallet,1906.2,4.76,95.31,5.5
INV-100200,A,Yangon,Normal,Female,Health and beauty,166.25,6,49.88,1047.38,2023-08-21,15:59,Cash,997.5,4.76,49.88,9.0
INV-100201,B,Mandalay,Member,Male,Health and beauty,439.29,3,65.89,1383.76,2023-11-06,21:51,Credit card,1317.87,4.76,65.89,9.3
INV-100202,C,Naypyitaw,Normal,Female,Home and lifestyle,155.39,6,46.62,978.96,2023-07-09,14:20,Credit card,932.34,4.76,46.62,9.7
INV-100203,C,Naypyitaw,Member,Female,Food and beverages,13.47,3,2.02,42.43,2023-06-04,11:55,Ewallet,40.41,4.76,2.02,8.3
INV-100204,A,Yangon,Member,Male,Food and beverages,87.63,3,13.14,276.03,2023-03-11,13:15,Credit card,262.89,4.76,13.14,7.9
INV-100205,A,Yangon,Member,Female,Electronic accessories,142.25,8,56.9,1194.9,2023-06-08,17:22,Credit card,1138.0,4.76,56.9,9.5
INV-100206,A,Yangon,Member,Female,Food and beverages,343.84,2,34.38,722.06,2023-12-17,09:02,Ewallet,687.68,4.76,34.38,9.7
INV-100207,C,Naypyitaw,Normal,Female,Home and lifestyle,181.22,6,54.37,1141.69,2023-09-17,19:07,Cash,1087.32,4.76,54.37,9.7
INV-100208,A,Yangon,Member,Male,Electronic accessories,488.64,10,244.32,5130.72,2023-12-31,13:20,Ewallet,4886.4,4.76,244.32,6.4
INV-100209,B,Mandalay,Member,Male,Health and beauty,387.36,4,77.47,1626.91,2023-05-29,11:14,Credit card,1549.44,4.76,77.47,7.0
INV-100210,B,Mandalay,Normal,Female,Sports and travel,74.73,4,14.95,313.87,2023-02-08,18:32,Credit card,298.92,4.76,14.95,5.1
INV-100211,B,Mandalay,Member,Male,Electronic accessories,101.76,2,10.18,213.7,2023-05-22,11:49,Cash,203.52,4.76,10.18,4.1
INV-100212,B,Mandalay,Member,Male,Fashion accessories,184.63,1,9.23,193.86,2023-07-04,20:55,Cash,184.63,4.76,9.23,4.5
INV-100213,C,Naypyitaw,Member,Male,Electronic accessories,329.71,10,164.86,3461.96,2023-06-25,14:56,Credit card,3297.1,4.76,164.86,7.3
INV-100214,A,Yangon,Normal,Male,Sports and travel,427.37,8,170.95,3589.91,2023-10-14,10:32,Credit card,3418.96,4.76,170.95,8.0
INV-100215,C,Naypyitaw,Normal,Male,Sports and travel,336.52,5,84.13,1766.73,2023-11-06,14:26,Cash,1682.6,4.76,84.13,5.6
INV-100216,C,Naypyitaw,Member,Female,Electronic accessories,324.67,6,97.4,2045.42,2023-01-10,14:16,Credit card,1948.02,4.76,97.4,9.2
INV-100217,B,Mandalay,Member,Female,Health and beauty,210.9,1,10.55,221.45,2023-05-31,10:27,Credit card,210.9,4.76,10.55,9.6
INV-100218,A,Yangon,Normal,Female,Fashion accessories,142.77,10,71.39,1499.09,2023-09-11,11:20,Cash,1427.7,4.76,71.39,6.1
INV-100219,B,Mandalay,Member,Female,Sports and travel,181.65,10,90.83,1907.33,2023-12-23,11:53,Credit card,1816.5,4.76,90.83,9.8
INV-100220,A,Yangon,Member,Male,Food and beverages,23.69,4,4.74,99.5,2023-02-10,17:30,Ewallet,94.76,4.76,4.74,6.9
INV-100221,B,Mandalay,Normal,Female,Health and beauty,458.93,3,68.84,1445.63,2023-10-16,15:35,Ewallet,1376.79,4.76,68.84,7.4
INV-100222,C,Naypyitaw,Normal,Male,Fashion accessories,228.01,10,114.0,2394.1,2023-10-29,14:52,Credit card,2280.1,4.76,114.0,6.6
INV-100223,C,Naypyitaw,Member,Female,Home and lifestyle,324.22,9,145.9,3063.88,2023-06-05,12:10,Cash,2917.98,4.76,145.9,6.7
INV-100224,A,Yangon,Member,Female,Sports and travel,477.32,10,238.66,5011.86,2023-06-22,09:36,Cash,4773.2,4.76,238.66,9.3
INV-100225,C,Naypyitaw,Member,Female,Sports and travel,34.4,3,5.16,108.36,2023-09-18,10:20,Credit card,103.2,4.76,5.16,4.8
INV-100226,A,Yangon,Normal,Male,Food and beverages,168.32,3,25.25,530.21,2023-11-13,20:27,Credit card,504.96,4.76,25.25,6.7
INV-100227,C,Naypyitaw,Normal,Male,Home and lifestyle,158.99,9,71.55,1502.46,2023-11-12,19:09,Ewallet,1430.91,4.76,71.55,4.0
INV-100228,B,Mandalay,Member,Female,Sports and travel,63.94,7,22.38,469.96,2023-12-02,17:28,Credit card,447.58,4.76,22.38,9.0
INV-100229,A,Yangon,Normal,Male,Sports and travel,47.16,2,4.72,99.04,2023-02-19,15:11,Credit card,94.32,4.76,4.72,6.7
INV-100230,C,Naypyitaw,Normal,Female,Sports and travel,23.02,4,4.6,96.68,2023-10-30,13:58,Credit card,92.08,4.76,4.6,8.7
INV-100231,A,Yangon,Member,Male,Fashion accessories,421.74,5,105.44,2214.14,2023-04-03,10:59,Ewallet,2108.7,4.76,105.44,5.4
INV-100232,B,Mandalay,Member,Female,Home and lifestyle,223.59,2,22.36,469.54,2023-07-18,15:29,Credit card,447.18,4.76,22.36,7.0
INV-100233,A,Yangon,Normal,Male,Home and lifestyle,203.62,7,71.27,1496.61,2023-11-11,11:22,Cash,1425.34,4.76,71.27,7.7
INV-100234,A,Yangon,Member,Male,Fashion accessories,394.6,4,78.92,1657.32,2023-08-21,10:27,Cash,1578.4,4.76,78.92,6.7
INV-100235,B,Mandalay,Member,Female,Sports and travel,282.31,5,70.58,1482.13,2023-07-23,20:28,Credit card,1411.55,4.76,70.58,8.4
INV-100236,B,Mandalay,Normal,Male,Health and beauty,323.56,7,113.25,2378.17,2023-06-10,16:11,Credit card,2264.92,4.76,113.25,4.9
INV-100237,A,Yangon,Normal,Female,Fashion accessories,271.37,9,122.12,2564.45,2023-06-13,17:59,Ewallet,2442.33,4.76,122.12,6.0
INV-100238,C,Naypyitaw,Normal,Female,Fashion accessories,163.3,10,81.65,1714.65,2023-08-25,15:52,Ewallet,1633.0,4.76,81.65,9.4
INV-100239,A,Yangon,Member,Male,Home and lifestyle,124.31,4,24.86,522.1,2023-11-01,18:48,Cash,497.24,4.76,24.86,6.0
INV-100240,A,Yangon,Normal,Male,Home and lifestyle,175.42,6,52.63,1105.15,2023-11-04,12:20,Credit card,1052.52,4.76,52.63,10.0
INV-100241,B,Mandalay,Normal,Female,Food and beverages,336.56,3,50.48,1060.16,2023-01-05,21:49,Ewallet,1009.68,4.76,50.48,9.0
INV-100242,A,Yangon,Normal,Male,Fashion accessories,120.78,10,60.39,1268.19,2023-06-13,13:06,Credit card,1207.8,4.76,60.39,4.0
INV-100243,B,Mandalay,Member,Male,Home and lifestyle,51.16,7,17.91,376.03,2023-03-20,11:24,Credit card,358.12,4.76,17.91,6.0
INV-100244,C,Naypyitaw,Member,Male,Electronic accessories,472.45,9,212.6,4464.65,2023-05-22,11:34,Cash,4252.05,4.76,212.6,9.8
INV-100245,A,Yangon,Member,Female,Electronic accessories,64.32,10,32.16,675.36,2023-09-25,14:38,Ewallet,643.2,4.76,32.16,8.2
INV-100246,B,Mandalay,Member,Male,Electronic accessories,299.36,1,14.97,314.33,2023-07-03,20:31,Ewallet,299.36,4.76,14.97,6.9
INV-100247,C,Naypyitaw,Member,Male,Home and lifestyle,49.43,9,22.24,467.11,2023-08-29,20:08,Credit card,444.87,4.76,22.24,9.4
INV-100248,B,Mandalay,Member,Female,Electronic accessories,491.67,7,172.08,3613.77,2023-09-01,20:15,Cash,3441.69,4.76,172.08,8.1
INV-100249,A,Yangon,Normal,Male,Health and beauty,362.62,5,90.66,1903.76,2023-01-22,21:06,Cash,1813.1,4.76,90.66,9.2
INV-100250,B,Mandalay,Normal,Female,Electronic accessories,56.87,10,28.44,597.14,2023-09-25,15:23,Ewallet,568.7,4.76,28.44,6.1
INV-100251,B,Mandalay,Member,Male,Health and beauty,208.64,6,62.59,1314.43,2023-10-09,11:15,Cash,1251.84,4.76,62.59,4.1
INV-100252,C,Naypyitaw,Member,Male,Electronic accessories,199.82,10,99.91,2098.11,2023-08-14,17:00,Cash,1998.2,4.76,99.91,6.6
INV-100253,B,Mandalay,Normal,Female,Home and lifestyle,210.65,4,42.13,884.73,2023-12-22,18:47,Cash,842.6,4.76,42.13,7.0
INV-100254,A,Yangon,Member,Female,Health and beauty,345.93,9,155.67,3269.04,2023-07-06,12:40,Ewallet,3113.37,4.76,155.67,4.7
INV-100255,A,Yangon,Member,Female,Health and beauty,403.57,6,121.07,2542.49,2023-03-08,16:40,Cash,2421.42,4.76,121.07,6.9
INV-100256,C,Naypyitaw,Member,Male,Food and beverages,218.35,8,87.34,1834.14,2023-10-06,19:45,Credit card,1746.8,4.76,87.34,7.9
INV-100257,C,Naypyitaw,Normal,Female,Fashion accessories,476.0,4,95.2,1999.2,2023-09-25,14:28,Cash,1904.0,4.76,95.2,4.4
INV-100258,C,Naypyitaw,Member,Female,Health and beauty,307.42,6,92.23,1936.75,2023-02-23,12:07,Ewallet,1844.52,4.76,92.23,7.9
INV-100259,A,Yangon,Member,Female,Sports and travel,6.78,7,2.37,49.83,2023-05-01,18:03,Ewallet,47.46,4.76,2.37,6.6
INV-100260,B,Mandalay,Member,Female,Food and beverages,199.06,1,9.95,209.01,2023-12-10,16:28,Cash,199.06,4.76,9.95,5.6
INV-100261,B,Mandalay,Member,Female,Food and beverages,388.37,8,155.35,3262.31,2023-08-15,11:47,Ewallet,3106.96,4.76,155.35,6.6
INV-100262,B,Mandalay,Normal,Female,Fashion accessories,294.66,3,44.2,928.18,2023-06-14,17:38,Credit card,883.98,4.76,44.2,6.9
INV-100263,C,Naypyitaw,Member,Female,Health and beauty,114.24,1,5.71,119.95,2023-02-02,14:16,Credit card,114.24,4.76,5.71,8.7
INV-100264,C,Naypyitaw,Member,Female,Health and beauty,440.24,3,66.04,1386.76,2023-02-24,16:30,Ewallet,1320.72,4.76,66.04,7.4
INV-100265,B,Mandalay,Member,Male,Home and lifestyle,273.28,3,40.99,860.83,2023-12-31,18:51,Cash,819.84,4.76,40.99,8.7
INV-100266,B,Mandalay,Member,Female,Health and beauty,10.93,5,2.73,57.38,2023-09-14,10:43,Credit card,54.65,4.76,2.73,7.6
INV-100267,C,Naypyitaw,Member,Female,Food and beverages,349.39,10,174.7,3668.6,2023-08-18,14:37,Ewallet,3493.9,4.76,174.7,4.3
INV-100268,A,Yangon,Member,Female,Electronic accessories,32.5,2,3.25,68.25,2023-01-22,11:34,Cash,65.0,4.76,3.25,5.4
INV-100269,A,Yangon,Normal,Female,Food and beverages,49.39,6,14.82,311.16,2023-12-20,11:18,Ewallet,296.34,4.76,14.82,8.9
INV-100270,A,Yangon,Member,Female,Food and beverages,428.76,5,107.19,2250.99,2023-01-30,13:53,Credit card,2143.8,4.76,107.19,6.5
INV-100271,A,Yangon,Normal,Female,Home and lifestyle,96.7,1,4.84,101.54,2023-11-23,14:32,Cash,96.7,4.76,4.84,9.9
INV-100272,A,Yangon,Member,Female,Home and lifestyle,118.58,1,5.93,124.51,2023-07-07,12:14,Credit card,118.58,4.76,5.93,4.9
INV-100273,C,Naypyitaw,Member,Female,Home and lifestyle,262.87,2,26.29,552.03,2023-09-02,13:49,Ewallet,525.74,4.76,26.29,5.7
INV-100274,A,Yangon,Member,Female,Sports and travel,400.12,7,140.04,2940.88,2023-12-06,17:55,Cash,2800.84,4.76,140.04,4.8
INV-100275,B,Mandalay,Normal,Male,Food and beverages,324.49,5,81.12,1703.57,2023-12-26,14:06,Cash,1622.45,4.76,81.12,5.5
INV-100276,C,Naypyitaw,Normal,Female,Food and beverages,62.39,8,24.96,524.08,2023-07-03,15:53,Cash,499.12,4.76,24.96,7.8
INV-100277,A,Yangon,Normal,Female,Fashion accessories,215.76,1,10.79,226.55,2023-05-30,10:12,Ewallet,215.76,4.76,10.79,5.6
INV-100278,C,Naypyitaw,Normal,Male,Food and beverages,214.03,9,96.31,2022.58,2023-02-24,20:34,Credit card,1926.27,4.76,96.31,9.7
INV-100279,C,Naypyitaw,Normal,Female,Health and beauty,17.12,2,1.71,35.95,2023-07-09,13:08,Cash,34.24,4.76,1.71,6.4
INV-100280,B,Mandalay,Normal,Female,Electronic accessories,18.81,10,9.4,197.5,2023-03-08,17:01,Credit card,188.1,4.76,9.4,8.8
INV-100281,B,Mandalay,Member,Female,Health and beauty,302.36,4,60.47,1269.91,2023-12-11,13:39,Cash,1209.44,4.76,60.47,6.1
INV-100282,A,Yangon,Normal,Female,Home and lifestyle,38.84,1,1.94,40.78,2023-10-27,10:34,Credit card,38.84,4.76,1.94,7.7
INV-100283,B,Mandalay,Normal,Male,Home and lifestyle,428.83,3,64.32,1350.81,2023-11-18,18:14,Cash,1286.49,4.76,64.32,7.8
INV-100284,C,Naypyitaw,Normal,Female,Food and beverages,112.76,5,28.19,591.99,2023-10-02,09:42,Credit card,563.8,4.76,28.19,5.5
INV-100285,C,Naypyitaw,Member,Male,Home and lifestyle,393.53,3,59.03,1239.62,2023-05-04,15:12,Cash,1180.59,4.76,59.03,5.0
INV-100286,C,Naypyitaw,Normal,Female,Fashion accessories,482.67,10,241.34,5068.04,2023-02-07,12:10,Cash,4826.7,4.76,241.34,6.7
INV-100287,B,Mandalay,Normal,Female,Home and lifestyle,396.08,5,99.02,2079.42,2023-04-23,10:04,Cash,1980.4,4.76,99.02,8.9
INV-100288,A,Yangon,Member,Male,Sports and travel,264.17,9,118.88,2496.41,2023-08-23,15:34,Cash,2377.53,4.76,118.88,5.2
INV-100289,A,Yangon,Normal,Female,Home and lifestyle,157.36,9,70.81,1487.05,2023-11-07,14:17,Credit card,1416.24,4.76,70.81,4.3
INV-100290,A,Yangon,Member,Male,Home and lifestyle,315.3,8,126.12,2648.52,2023-01-22,16:42,Credit card,2522.4,4.76,126.12,4.7
INV-100291,C,Naypyitaw,Member,Male,Food and beverages,435.54,4,87.11,1829.27,2023-01-16,18:43,Ewallet,1742.16,4.76,87.11,9.8
INV-100292,B,Mandalay,Member,Female,Electronic accessories,489.08,1,24.45,513.53,2023-10-14,17:58,Cash,489.08,4.76,24.45,5.3
INV-100293,A,Yangon,Member,Female,Electronic accessories,12.91,3,1.94,40.67,2023-06-14,15:00,Ewallet,38.73,4.76,1.94,5.7
INV-100294,B,Mandalay,Normal,Female,Health and beauty,493.46,7,172.71,3626.93,2023-07-26,11:48,Credit card,3454.22,4.76,172.71,7.4
INV-100295,A,Yangon,Member,Male,Home and lifestyle,451.35,4,90.27,1895.67,2023-09-27,11:14,Credit card,1805.4,4.76,90.27,6.4
INV-100296,B,Mandalay,Member,Male,Electronic accessories,365.44,10,182.72,3837.12,2023-09-01,17:26,Ewallet,3654.4,4.76,182.72,6.3
INV-100297,B,Mandalay,Normal,Female,Home and lifestyle,297.97,4,59.59,1251.47,2023-04-10,17:01,Ewallet,1191.88,4.76,59.59,5.6
INV-100298,C,Naypyitaw,Member,Male,Electronic accessories,262.83,9,118.27,2483.74,2023-03-25,16:10,Cash,2365.47,4.76,118.27,7.9
INV-100299,B,Mandalay,Member,Male,Fashion accessories,444.89,1,22.24,467.13,2023-03-19,18:27,Credit card,444.89,4.76,22.24,9.7
INV-100300,A,Yangon,Normal,Male,Health and beauty,285.32,2,28.53,599.17,2023-12-06,11:21,Ewallet,570.64,4.76,28.53,6.8
INV-100301,C,Naypyitaw,Member,Female,Home and lifestyle,331.93,7,116.18,2439.69,2023-10-26,15:22,Credit card,2323.51,4.76,116.18,10.0
INV-100302,C,Naypyitaw,Member,Female,Health and beauty,118.27,10,59.14,1241.84,2023-02-24,09:26,Ewallet,1182.7,4.76,59.14,7.0
INV-100303,B,Mandalay,Normal,Male,Home and lifestyle,450.7,4,90.14,1892.94,2023-08-21,19:02,Credit card,1802.8,4.76,90.14,9.1
INV-100304,C,Naypyitaw,Member,Female,Fashion accessories,384.86,6,115.46,2424.62,2023-03-08,13:45,Credit card,2309.16,4.76,115.46,8.4
INV-100305,B,Mandalay,Normal,Male,Home and lifestyle,376.19,1,18.81,395.0,2023-09-14,13:01,Ewallet,376.19,4.76,18.81,4.5
INV-100306,C,Naypyitaw,Normal,Male,Electronic accessories,259.67,3,38.95,817.96,2023-04-23,16:23,Credit card,779.01,4.76,38.95,7.8
INV-100307,B,Mandalay,Member,Female,Food and beverages,433.54,8,173.42,3641.74,2023-12-07,10:59,Ewallet,3468.32,4.76,173.42,4.2
INV-100308,A,Yangon,Member,Female,Food and beverages,142.98,5,35.74,750.64,2023-06-09,20:43,Credit card,714.9,4.76,35.74,4.1
INV-100309,B,Mandalay,Member,Male,Sports and travel,122.58,4,24.52,514.84,2023-06-27,17:12,Credit card,490.32,4.76,24.52,4.9
INV-100310,A,Yangon,Member,Female,Health and beauty,119.83,7,41.94,880.75,2023-01-21,16:34,Ewallet,838.81,4.76,41.94,7.2
INV-100311,A,Yangon,Normal,Male,Health and beauty,419.58,4,83.92,1762.24,2023-05-12,18:53,Ewallet,1678.32,4.76,83.92,6.3
INV-100312,B,Mandalay,Normal,Male,Health and beauty,258.13,5,64.53,1355.18,2023-08-15,16:53,Ewallet,1290.65,4.76,64.53,8.5
INV-100313,A,Yangon,Member,Female,Sports and travel,449.18,3,67.38,1414.92,2023-10-06,20:30,Credit card,1347.54,4.76,67.38,9.7
INV-100314,C,Naypyitaw,Normal,Female,Electronic accessories,231.06,7,80.87,1698.29,2023-10-10,14:34,Ewallet,1617.42,4.76,80.87,8.9
INV-100315,C,Naypyitaw,Member,Male,Home and lifestyle,353.44,4,70.69,1484.45,2023-05-16,20:56,Credit card,1413.76,4.76,70.69,5.0
INV-100316,C,Naypyitaw,Normal,Male,Electronic accessories,129.92,1,6.5,136.42,2023-03-23,11:07,Credit card,129.92,4.76,6.5,4.3
INV-100317,A,Yangon,Normal,Male,Health and beauty,51.93,9,23.37,490.74,2023-12-02,13:03,Ewallet,467.37,4.76,23.37,6.8
INV-100318,C,Naypyitaw,Normal,Male,Home and lifestyle,322.61,6,96.78,2032.44,2023-11-01,14:55,Credit card,1935.66,4.76,96.78,9.6
INV-100319,B,Mandalay,Normal,Female,Sports and travel,148.57,4,29.71,623.99,2023-08-14,20:57,Ewallet,594.28,4.76,29.71,8.5
INV-100320,C,Naypyitaw,Normal,Female,Sports and travel,136.93,3,20.54,431.33,2023-01-28,10:40,Ewallet,410.79,4.76,20.54,8.8
INV-100321,B,Mandalay,Member,Male,Sports and travel,290.07,3,43.51,913.72,2023-03-16,20:14,Credit card,870.21,4.76,43.51,7.7
INV-100322,C,Naypyitaw,Member,Male,Fashion accessories,357.1,4,71.42,1499.82,2023-06-03,15:27,Credit card,1428.4,4.76,71.42,6.1
INV-100323,A,Yangon,Member,Male,Electronic accessories,268.45,1,13.42,281.87,2023-07-08,15:28,Ewallet,268.45,4.76,13.42,7.5
INV-100324,B,Mandalay,Normal,Male,Food and beverages,300.34,6,90.1,1892.14,2023-09-04,18:03,Cash,1802.04,4.76,90.1,9.5
INV-100325,C,Naypyitaw,Member,Male,Health and beauty,372.71,3,55.91,1174.04,2023-02-16,11:17,Cash,1118.13,4.76,55.91,8.3
INV-100326,B,Mandalay,Normal,Female,Health and beauty,358.24,9,161.21,3385.37,2023-05-19,20:25,Credit card,3224.16,4.76,161.21,5.4
INV-100327,C,Naypyitaw,Member,Female,Fashion accessories,368.38,3,55.26,1160.4,2023-12-18,09:18,Credit card,1105.14,4.76,55.26,8.6
INV-100328,A,Yangon,Member,Female,Fashion accessories,348.77,8,139.51,2929.67,2023-06-12,21:25,Ewallet,2790.16,4.76,139.51,9.7
INV-100329,C,Naypyitaw,Member,Female,Sports and travel,30.34,8,12.14,254.86,2023-12-18,20:07,Ewallet,242.72,4.76,12.14,10.0
INV-100330,A,Yangon,Normal,Female,Electronic accessories,10.7,9,4.82,101.12,2023-11-01,15:47,Cash,96.3,4.76,4.82,4.9
INV-100331,B,Mandalay,Member,Female,Fashion accessories,260.63,10,130.32,2736.62,2023-07-30,13:37,Ewallet,2606.3,4.76,130.32,5.5
INV-100332,C,Naypyitaw,Normal,Male,Home and lifestyle,22.29,7,7.8,163.83,2023-10-04,11:29,Credit card,156.03,4.76,7.8,7.5
INV-100333,C,Naypyitaw,Member,Female,Home and lifestyle,450.3,3,67.55,1418.45,2023-09-15,15:31,Ewallet,1350.9,4.76,67.55,4.2
INV-100334,C,Naypyitaw,Normal,Female,Home and lifestyle,370.97,3,55.65,1168.56,2023-11-21,10:16,Cash,1112.91,4.76,55.65,9.8
INV-100335,C,Naypyitaw,Member,Female,Electronic accessories,462.3,2,46.23,970.83,2023-08-28,21:15,Cash,924.6,4.76,46.23,5.3
INV-100336,A,Yangon,Member,Male,Home and lifestyle,408.2,2,40.82,857.22,2023-01-20,15:09,Credit card,816.4,4.76,40.82,4.7
INV-100337,B,Mandalay,Member,Male,Food and beverages,487.66,10,243.83,5120.43,2023-11-16,18:31,Cash,4876.6,4.76,243.83,6.1
INV-100338,C,Naypyitaw,Member,Female,Food and beverages,202.04,9,90.92,1909.28,2023-10-17,10:59,Ewallet,1818.36,4.76,90.92,8.9
INV-100339,A,Yangon,Member,Female,Health and beauty,478.32,10,239.16,5022.36,2023-06-02,09:55,Ewallet,4783.2,4.76,239.16,4.3
INV-100340,B,Mandalay,Normal,Female,Sports and travel,276.63,10,138.32,2904.62,2023-11-15,10:51,Ewallet,2766.3,4.76,138.32,5.3
INV-100341,C,Naypyitaw,Member,Female,Fashion accessories,334.41,3,50.16,1053.39,2023-09-18,16:06,Credit card,1003.23,4.76,50.16,8.9
INV-100342,A,Yangon,Member,Female,Food and beverages,141.02,6,42.31,888.43,2023-05-10,11:35,Cash,846.12,4.76,42.31,9.6
INV-100343,A,Yangon,Member,Female,Fashion accessories,118.89,8,47.56,998.68,2023-07-03,14:27,Ewallet,951.12,4.76,47.56,6.6
INV-100344,B,Mandalay,Normal,Male,Electronic accessories,31.24,5,7.81,164.01,2023-09-21,12:53,Ewallet,156.2,4.76,7.81,5.5
INV-100345,B,Mandalay,Member,Female,Sports and travel,131.93,1,6.6,138.53,2023-09-09,10:33,Credit card,131.93,4.76,6.6,4.6
INV-100346,A,Yangon,Normal,Male,Electronic accessories,215.94,3,32.39,680.21,2023-02-28,12:17,Credit card,647.82,4.76,32.39,9.0
INV-100347,B,Mandalay,Member,Male,Electronic accessories,176.93,5,44.23,928.88,2023-10-18,13:59,Credit card,884.65,4.76,44.23,9.4
INV-100348,C,Naypyitaw,Member,Male,Home and lifestyle,270.31,6,81.09,1702.95,2023-01-09,19:58,Cash,1621.86,4.76,81.09,4.4
INV-100349,C,Naypyitaw,Member,Male,Sports and travel,187.68,6,56.3,1182.38,2023-04-08,14:36,Credit card,1126.08,4.76,56.3,8.1
INV-100350,B,Mandalay,Normal,Female,Food and beverages,174.81,10,87.41,1835.51,2023-12-20,13:49,Credit card,1748.1,4.76,87.41,7.7
INV-100351,B,Mandalay,Normal,Male,Health and beauty,115.4,8,46.16,969.36,2023-06-27,18:33,Cash,923.2,4.76,46.16,5.0
INV-100352,A,Yangon,Normal,Female,Sports and travel,387.64,9,174.44,3663.2,2023-08-13,18:00,Cash,3488.76,4.76,174.44,6.4
INV-100353,C,Naypyitaw,Normal,Female,Health and beauty,295.58,8,118.23,2482.87,2023-12-10,15:58,Ewallet,2364.64,4.76,118.23,9.5
INV-100354,C,Naypyitaw,Normal,Male,Home and lifestyle,331.46,4,66.29,1392.13,2023-12-02,13:50,Cash,1325.84,4.76,66.29,5.5
INV-100355,C,Naypyitaw,Normal,Female,Food and beverages,259.57,8,103.83,2180.39,2023-03-10,14:13,Credit card,2076.56,4.76,103.83,4.2
INV-100356,C,Naypyitaw,Normal,Female,Home and lifestyle,459.71,10,229.86,4826.96,2023-05-31,11:18,Credit card,4597.1,4.76,229.86,8.8
INV-100357,B,Mandalay,Normal,Female,Fashion accessories,487.2,5,121.8,2557.8,2023-07-18,11:57,Credit card,2436.0,4.76,121.8,4.2
INV-100358,C,Naypyitaw,Normal,Male,Sports and travel,106.85,6,32.05,673.15,2023-01-27,21:06,Ewallet,641.1,4.76,32.05,7.8
INV-100359,B,Mandalay,Member,Female,Food and beverages,68.97,1,3.45,72.42,2023-06-26,15:45,Cash,68.97,4.76,3.45,7.1
INV-100360,A,Yangon,Member,Female,Fashion accessories,170.79,8,68.32,1434.64,2023-01-14,18:53,Cash,1366.32,4.76,68.32,9.1
INV-100361,B,Mandalay,Member,Female,Sports and travel,148.2,3,22.23,466.83,2023-01-23,17:43,Ewallet,444.6,4.76,22.23,4.7
INV-100362,B,Mandalay,Normal,Female,Food and beverages,220.9,1,11.05,231.95,2023-04-28,18:31,Ewallet,220.9,4.76,11.05,5.2
INV-100363,C,Naypyitaw,Normal,Male,Electronic accessories,338.76,6,101.63,2134.19,2023-11-21,17:53,Credit card,2032.56,4.76,101.63,9.2
INV-100364,C,Naypyitaw,Normal,Male,Home and lifestyle,212.42,7,74.35,1561.29,2023-04-22,09:16,Cash,1486.94,4.76,74.35,5.1
INV-100365,B,Mandalay,Member,Female,Health and beauty,379.22,7,132.73,2787.27,2023-06-06,16:11,Credit card,2654.54,4.76,132.73,7.3
